Client_ID;Nom_Client;Genre;Age;Region;Type_Pret;Revenu_Mensuel_CFA;Montant_Pret_CFA;Duree_Mois;Taux_Interet;Garantie;Date_Debut;Ratio_Remboursement;Paiements_Manques;Score_Credit;Statut_Pret
CLI00804;Dominique Moreno;Femme;65;Yamoussoukro;Agriculture;1060213;2827849;36;16,32;Non;2025-03-19;0,47;3;699;En retard
CLI00805;Benjamin Picard de la Reynaud;Homme;50;San Pedro;Education;168483;4210168;12;23,4;Oui;2025-10-26;0,8;0;657;Actif
CLI00806;Chantal Jacquot;Homme;36;Abidjan;Commerce;1088197;2830950;24;9,11;Non;2023-02-02;0,3;6;648;DÇfaut
CLI00807;GÇrard Hebert;Femme;22;Abidjan;Commerce;321569;1244554;18;13,81;Non;2026-01-06;0,79;0;728;Actif
CLI00808;LÇon Lagarde;Homme;33;Korhogo;Agriculture;675802;1510847;12;22,71;Non;2025-02-13;0,89;0;733;Actif
CLI00809;Susan-Margaud Tanguy;Homme;33;Daloa;Commerce;125072;1527044;18;23,21;Non;2025-04-26;0,12;8;587;DÇfaut
CLI00810;Danielle Hardy;Femme;34;Daloa;Commerce;719783;3876913;12;12,39;Non;2025-06-30;0,51;2;657;En retard
CLI00811;Franck Joly;Homme;30;Korhogo;Transport;354296;1640825;12;15,65;Non;2025-06-02;0,86;0;711;Actif
CLI00812;SÇbastien Duval;Homme;23;BouakÇ;Education;476575;4541834;18;20,79;Non;2024-04-09;0,46;1;664;En retard
CLI00813;AimÇ Carre;Femme;34;San Pedro;Education;250724;3998243;36;6,3;Non;2022-10-26;0,66;5;642;En retard
CLI00814;VÇronique Thierry;Femme;32;San Pedro;Immobilier;754912;3186322;36;18,89;Non;2023-07-22;0,89;0;751;Actif
CLI00815;AmÇlie Gomes du Carre;Femme;61;BouakÇ;Immobilier;156765;1788116;12;22,9;Non;2021-09-12;0,6;2;699;En retard
CLI00816;OcÇane Morvan;Femme;45;San Pedro;Education;409691;3188239;18;16,01;Non;2021-12-28;0,25;7;509;DÇfaut
CLI00817;Michäle Legendre;Femme;35;San Pedro;Immobilier;166282;3952825;36;17,42;Non;2025-08-05;0,57;4;607;En retard
CLI00818;Lucy Leleu;Femme;41;Abidjan;Immobilier;652563;3257559;6;8,59;Non;2021-09-08;0,36;7;628;DÇfaut
CLI00819;Augustin Gilbert;Homme;38;BouakÇ;SantÇ;557608;875515;6;6,43;Non;2022-01-03;0,14;9;570;DÇfaut
CLI00820;Louise Girard;Femme;37;Abidjan;Immobilier;714840;2352375;12;19,11;Non;2024-12-05;1,2;0;790;SoldÇ
CLI00821;Richard de Fleury;Femme;43;San Pedro;Agriculture;926853;3453748;36;20,16;Oui;2025-06-09;0,11;14;457;DÇfaut
CLI00822;ThÇodore Leroy de Pires;Homme;34;Yamoussoukro;Commerce;1074969;2010612;36;16,74;Non;2024-08-02;0,71;4;763;En retard
CLI00823;FrÇdÇric Regnier;Femme;33;Yamoussoukro;Agriculture;979244;3553819;12;13,77;Oui;2024-01-09;1,04;0;850;SoldÇ
CLI00824;Jacques Lemaåtre;Homme;40;Yamoussoukro;Education;100302;4242628;18;11,8;Non;2024-09-27;0,56;4;573;En retard
CLI00825;Matthieu-Benoåt Laurent;Homme;57;San Pedro;Agriculture;147547;1217146;12;24,54;Non;2023-04-12;1,19;0;684;SoldÇ
CLI00826;Alex Bousquet de la Munoz;Femme;25;Abidjan;Agriculture;890410;1629899;24;7,17;Non;2025-01-23;0,73;4;750;En retard
CLI00827;Gilles Tessier;Homme;64;Yamoussoukro;Agriculture;452529;318931;36;14,77;Non;2025-03-21;0,31;7;665;DÇfaut
CLI00828;ClÇmence Auger;Homme;39;San Pedro;Transport;1179737;637030;24;6,15;Non;2021-11-10;0,67;2;750;En retard
CLI00829;AndrÇ Huet;Homme;28;BouakÇ;Immobilier;350821;4550094;24;14,57;Oui;2021-05-31;0,18;9;492;DÇfaut
CLI00830;Pierre Marty;Femme;63;Yamoussoukro;Agriculture;1075685;1381953;36;16,5;Non;2025-01-30;0,44;9;602;DÇfaut
CLI00831;William LabbÇ;Homme;30;San Pedro;Transport;1014766;586619;24;17,1;Non;2026-01-19;0,37;11;521;DÇfaut
CLI00832;Margot Valentin-Vincent;Homme;26;San Pedro;Education;683794;3877777;18;19,01;Non;2025-08-01;0,88;0;692;Actif
CLI00833;Christine Jacques;Homme;47;San Pedro;SantÇ;602473;1556410;36;19,66;Oui;2022-11-14;0,6;2;664;En retard
CLI00834;Michel Morvan;Homme;36;San Pedro;Transport;411207;2346601;36;10,84;Oui;2022-06-11;1,11;0;686;SoldÇ
CLI00835;Michelle Lemaire;Homme;44;Yamoussoukro;Agriculture;240502;932687;36;20,33;Oui;2023-11-24;0,46;4;633;En retard
CLI00836;Michelle Muller;Homme;50;San Pedro;Commerce;136031;664008;24;12,62;Oui;2025-10-27;0,92;0;716;Actif
CLI00837;Margaux-Christelle Delattre;Homme;37;Abidjan;Education;320507;1194882;18;18,41;Oui;2024-05-08;0,61;4;702;En retard
CLI00838;Laurence Marie;Homme;49;BouakÇ;Immobilier;374137;3999253;18;21,83;Oui;2022-01-27;0,29;6;537;DÇfaut
CLI00839;DorothÇe du Salmon;Homme;55;San Pedro;Immobilier;899670;1463089;6;18,43;Oui;2021-06-30;0,11;10;614;DÇfaut
CLI00840;Luc de Breton;Homme;34;San Pedro;SantÇ;152236;4515246;12;13,84;Oui;2021-06-18;0,15;14;381;DÇfaut
CLI00841;FrÇdÇric Blondel;Femme;49;Yamoussoukro;Agriculture;189922;89139;6;20,45;Oui;2025-07-03;0,94;0;716;Actif
CLI00842;Martin de la Guyot;Homme;26;BouakÇ;Commerce;113635;3587331;6;24,79;Oui;2025-03-28;0,47;2;662;En retard
CLI00843;Colette Allard-Duval;Homme;31;Korhogo;Agriculture;172300;3536976;36;7,15;Oui;2023-12-28;0,46;5;536;En retard
CLI00844;Lorraine Salmon;Femme;48;Daloa;Immobilier;333344;1999580;12;7,12;Non;2025-12-15;0,46;1;708;En retard
CLI00845;Bernard Moulin de Pascal;Homme;45;Abidjan;Commerce;526206;3898491;12;6,32;Non;2023-02-14;1;0;720;SoldÇ
CLI00846;NoÇmi Barbier;Homme;47;Yamoussoukro;Commerce;712363;4240747;6;19,25;Oui;2023-11-04;0,97;0;748;Actif
CLI00847;Sabine Le Roux;Femme;61;Daloa;Transport;894880;1165109;18;8,51;Non;2021-09-26;0,94;0;789;Actif
CLI00848;Bernadette Petit;Homme;42;Korhogo;Education;117012;4957645;24;12,65;Oui;2024-11-29;0,8;0;760;Actif
CLI00849;FrÇdÇric-HonorÇ Loiseau;Homme;35;Abidjan;Agriculture;124487;1090658;18;9,73;Oui;2023-10-02;0,57;2;636;En retard
CLI00850;Jean-Daniel Ferrand;Femme;52;Daloa;Education;702046;1744597;12;12,51;Oui;2023-10-30;0,81;0;731;Actif
CLI00851;Claude Cousin de la Bonneau;Femme;42;Daloa;Immobilier;361578;2383093;18;17,87;Non;2025-09-24;0,94;0;687;Actif
CLI00852;Victor Benoit;Homme;35;Korhogo;Transport;774724;2925014;12;9,12;Oui;2024-11-29;0,16;9;546;DÇfaut
CLI00853;RenÇ Carlier;Femme;32;Daloa;Agriculture;1007698;100689;6;22,4;Oui;2023-06-16;0,18;9;594;DÇfaut
CLI00854;Sabine Guyon de Humbert;Homme;29;BouakÇ;Education;272433;1506898;36;15,98;Oui;2021-11-24;0,97;0;759;Actif
CLI00855;Richard LÇvàque;Homme;48;Yamoussoukro;Immobilier;1059525;2662740;12;19,43;Oui;2024-12-06;0,37;8;676;DÇfaut
CLI00856;Daniel De Oliveira de la Baron;Femme;61;San Pedro;Agriculture;502368;2330533;24;6,6;Non;2022-12-21;1,17;0;704;SoldÇ
CLI00857;Alex de la Dupuis;Femme;49;Abidjan;Transport;966460;4288701;36;19,7;Non;2024-07-20;0,94;0;720;Actif
CLI00858;Paul Le Gall;Femme;26;Yamoussoukro;Transport;709631;4556340;12;16,06;Non;2024-06-23;0,29;12;504;DÇfaut
CLI00859;Arnaude Baudry-Martel;Femme;45;Abidjan;Commerce;1088403;653473;18;7,73;Oui;2024-09-24;0,62;2;740;En retard
CLI00860;Anastasie Ledoux;Femme;52;Daloa;Education;928413;3538152;24;24,41;Non;2023-05-06;0,51;4;702;En retard
CLI00861;Chantal Loiseau;Homme;47;Daloa;Immobilier;161425;1094193;24;23,64;Non;2025-04-12;0,28;12;473;DÇfaut
CLI00862;GÇrard-Noâl LÇvàque;Femme;61;San Pedro;Commerce;852130;534061;24;23,53;Oui;2021-12-26;0,91;0;719;Actif
CLI00863;Georges Lambert;Femme;61;Yamoussoukro;Agriculture;139257;1290543;18;17,11;Oui;2025-09-28;1,14;0;762;SoldÇ
CLI00864;Alexandre Le Gall;Homme;21;San Pedro;Agriculture;324801;824317;24;12,95;Oui;2022-08-04;0,74;1;776;En retard
CLI00865;Marcelle Sanchez;Femme;37;Daloa;Commerce;713800;4249729;36;18,17;Non;2023-08-27;0,52;3;644;En retard
CLI00866;Mathilde-Brigitte Samson;Homme;61;Daloa;Immobilier;802244;1247167;18;19,97;Non;2025-04-14;1,12;0;752;SoldÇ
CLI00867;Virginie Meyer;Homme;31;Daloa;Immobilier;1111218;63242;6;6,4;Non;2024-09-19;0,87;0;821;Actif
CLI00868;HonorÇ Buisson-Bonnet;Femme;31;San Pedro;Education;449940;3192803;12;19,08;Oui;2025-03-29;0,32;8;566;DÇfaut
CLI00869;Anouk Bägue;Homme;32;Daloa;Education;501403;544777;12;21,18;Non;2023-11-04;0,31;12;531;DÇfaut
CLI00870;Guy-Gabriel Gomes;Homme;61;Abidjan;Education;428391;719493;18;6,71;Non;2023-04-12;0,24;7;676;DÇfaut
CLI00871;Philippe Michaud;Homme;51;Daloa;Education;1097526;895648;6;6,22;Oui;2021-10-09;0,93;0;793;Actif
CLI00872;Bernadette Lebreton;Homme;27;San Pedro;Immobilier;522642;4431659;6;12,51;Non;2021-08-13;0,67;3;616;En retard
CLI00873;Auguste Marques;Femme;42;San Pedro;Education;857592;2927942;18;21,34;Non;2025-01-11;1,14;0;701;SoldÇ
CLI00874;Julien Merle;Homme;43;Abidjan;Education;772595;890348;6;14,14;Oui;2023-02-25;0,87;0;739;Actif
CLI00875;Juliette Gilbert;Homme;54;Korhogo;Transport;666085;2134884;18;14,04;Non;2023-01-26;0,85;0;743;Actif
CLI00876;GrÇgoire Bourgeois;Homme;21;Daloa;Transport;755667;189505;18;22,47;Non;2023-07-02;1,17;0;845;SoldÇ
CLI00877;Christiane Leclercq;Homme;59;Daloa;Transport;1096145;3406828;36;20,88;Oui;2023-05-13;0,48;4;674;En retard
CLI00878;Vincent Chauveau;Femme;59;BouakÇ;Transport;489106;1250925;36;22,52;Oui;2022-03-04;0,96;0;745;Actif
CLI00879;CÇcile LabbÇ-Vasseur;Homme;40;BouakÇ;Agriculture;1058956;1459729;24;24,1;Oui;2025-09-17;0,63;5;690;En retard
CLI00880;Henri Le Pons;Homme;63;Yamoussoukro;Agriculture;267552;934743;24;24,87;Non;2024-02-09;0,13;11;544;DÇfaut
CLI00881;HonorÇ Petit de Martel;Femme;63;Abidjan;SantÇ;1078878;1082621;12;23,45;Non;2023-04-07;0,8;0;850;Actif
CLI00882;Juliette Lemoine de Colin;Femme;35;Daloa;SantÇ;215616;2929186;24;23,2;Non;2024-12-27;0,92;0;671;Actif
CLI00883;Adäle Gilbert;Femme;35;Daloa;Commerce;548820;2223437;6;10,82;Oui;2023-01-17;0,22;11;493;DÇfaut
CLI00884;Denis Nicolas;Femme;29;San Pedro;Transport;737189;3239307;36;19,74;Oui;2024-09-24;0,44;15;483;DÇfaut
CLI00885;Alexandre Thibault de la Thierry;Femme;44;Yamoussoukro;Agriculture;344885;4409990;36;16,82;Non;2025-10-04;0,22;6;597;DÇfaut
CLI00886;Nicolas Pascal;Femme;35;Yamoussoukro;Education;1128225;3873397;12;17,03;Non;2024-12-14;0,26;6;727;DÇfaut
CLI00887;Brigitte Rodriguez-Fouquet;Homme;38;Yamoussoukro;Agriculture;1083031;1859465;24;10,83;Oui;2025-03-24;1,16;0;813;SoldÇ
CLI00888;Madeleine Toussaint-Blanchard;Homme;35;Korhogo;Transport;190239;1551730;24;19,55;Oui;2023-03-10;0,43;8;529;DÇfaut
CLI00889;Catherine Jean-Marques;Femme;48;Daloa;Agriculture;1072837;2971812;24;12,82;Non;2021-11-24;0,68;3;741;En retard
CLI00890;Michel Turpin;Femme;27;Daloa;Agriculture;354518;2763031;36;22,32;Non;2026-04-04;0,16;10;552;DÇfaut
CLI00891;Madeleine-Margot Pinto;Homme;49;Daloa;SantÇ;1091753;2491769;12;9,2;Oui;2025-04-23;0,98;0;817;Actif
CLI00892;Dominique du Lambert;Homme;44;Abidjan;Immobilier;293800;1288204;24;24,01;Oui;2022-04-02;0,57;2;696;En retard
CLI00893;Emmanuelle Auger;Femme;32;Daloa;SantÇ;190042;1034376;36;18;Oui;2022-08-26;0,75;0;751;Actif
CLI00894;RÇmy David;Femme;36;Daloa;SantÇ;151288;1046587;12;12,93;Oui;2021-09-03;0,43;15;451;DÇfaut
CLI00895;Anouk Le Gall;Femme;65;Abidjan;Commerce;267928;3939577;24;10,5;Non;2024-01-27;0,82;0;742;Actif
CLI00896;Agathe-Alexandrie Michaud;Homme;26;Yamoussoukro;SantÇ;335960;4153861;36;9,5;Non;2025-03-11;0,75;0;718;Actif
CLI00897;Maryse Turpin;Homme;58;Korhogo;Agriculture;459787;3270888;24;25;Non;2025-07-24;0,87;0;706;Actif
CLI00898;Anastasie HervÇ;Homme;41;Korhogo;Education;213165;4558969;12;13,11;Non;2022-05-14;0,87;0;681;Actif
CLI00899;Alfred Marchand;Femme;25;BouakÇ;SantÇ;1168214;4954999;36;19,27;Oui;2022-12-08;0,97;0;815;Actif
CLI00900;êlise Chevallier-Potier;Homme;32;Korhogo;Agriculture;457356;94660;36;13,94;Oui;2024-11-09;0,45;1;692;En retard
CLI00901;Marcel Michaud;Homme;26;San Pedro;SantÇ;618465;343645;6;24,6;Oui;2021-09-21;0,66;3;713;En retard
CLI00902;LÇon Le Besnard;Homme;36;BouakÇ;Education;710403;437270;36;23,09;Non;2023-05-04;0,42;14;470;DÇfaut
CLI00903;Olivie-Catherine Ledoux;Femme;65;BouakÇ;Commerce;736274;4434442;18;17,12;Oui;2023-10-20;0,66;1;710;En retard
CLI00904;Emmanuel-Jules Baron;Homme;30;BouakÇ;SantÇ;708535;1855336;12;17,04;Non;2021-11-14;0,34;11;583;DÇfaut
CLI00905;Daniel Guibert-De Oliveira;Femme;25;Yamoussoukro;SantÇ;614705;2236695;24;18;Oui;2026-01-10;0,28;13;486;DÇfaut
CLI00906;FrÇdÇric Collet;Femme;65;Daloa;Immobilier;380404;4545491;12;6,41;Oui;2022-09-07;0,91;0;694;Actif
CLI00907;SÇbastien Renard;Homme;47;Abidjan;Immobilier;401894;2703822;24;12,58;Oui;2022-12-12;1,16;0;658;SoldÇ
CLI00908;Zacharie Marty;Homme;55;Yamoussoukro;Immobilier;310666;4650050;24;6,32;Non;2023-10-14;0,8;0;714;Actif
CLI00909;Marcelle Pons;Homme;35;Abidjan;Commerce;653878;132739;6;12,54;Non;2025-07-26;1,17;0;789;SoldÇ
CLI00910;AmÇlie Valentin de Bruneau;Homme;54;Korhogo;Immobilier;722881;4989439;24;6,91;Non;2021-12-04;0,48;5;708;En retard
CLI00911;ValÇrie Munoz;Homme;24;San Pedro;Education;438083;2717547;24;8,61;Non;2023-06-23;0,99;0;704;Actif
CLI00912;Roland Meyer;Homme;37;Abidjan;SantÇ;99917;4358098;12;18,15;Non;2024-12-20;0,26;15;375;DÇfaut
CLI00913;Jean-Emmanuel Lombard;Femme;36;Yamoussoukro;Transport;957120;3890192;12;13,78;Non;2024-02-01;0,49;4;686;En retard
CLI00914;Lucas Bruneau;Homme;40;Abidjan;SantÇ;262331;2614074;24;20,41;Oui;2024-06-08;1,03;0;763;SoldÇ
CLI00915;HÇläne Morin;Homme;26;San Pedro;SantÇ;426267;4876106;6;6,69;Oui;2026-01-01;0,41;13;430;DÇfaut
CLI00916;Alphonse Lopes;Homme;51;Daloa;Commerce;1123973;4370229;36;18,96;Oui;2023-09-21;0,55;5;679;En retard
CLI00917;Luc-Georges GuÇrin;Femme;65;Daloa;Education;803644;2098718;36;18,68;Oui;2025-01-01;0,15;13;523;DÇfaut
CLI00918;Marine-Bernadette Cohen;Homme;32;San Pedro;Transport;237543;3129046;12;15,27;Non;2025-12-06;1,15;0;699;SoldÇ
CLI00919;Claude de la Renault;Homme;44;Yamoussoukro;Immobilier;317467;2885002;12;21,63;Oui;2023-03-03;1,04;0;685;SoldÇ
CLI00920;David de la Bouchet;Femme;39;Daloa;Education;635222;1837326;6;19,76;Non;2023-07-15;0,73;2;712;En retard
CLI00921;Jeanne du Rossi;Homme;50;Abidjan;Commerce;1103968;532317;18;5,12;Non;2025-08-16;0,61;3;788;En retard
CLI00922;Astrid Gomez;Femme;32;San Pedro;Commerce;923197;3024032;6;7,03;Oui;2024-11-10;0,64;1;701;En retard
CLI00923;Guy Guilbert;Femme;21;BouakÇ;Education;406380;2148282;12;14,41;Non;2025-09-07;0,51;3;664;En retard
CLI00924;RÇmy Texier;Femme;27;Yamoussoukro;SantÇ;999752;3735591;12;7,8;Oui;2022-10-21;0,92;0;734;Actif
CLI00925;Susanne Fontaine;Homme;28;BouakÇ;SantÇ;477550;2439912;6;7,67;Oui;2022-05-01;0,56;3;711;En retard
CLI00926;VÇronique-Juliette Humbert;Homme;51;San Pedro;Education;637422;1046502;24;14,78;Non;2022-10-29;0,65;2;652;En retard
CLI00927;Isaac Ribeiro-Fournier;Femme;29;Abidjan;SantÇ;310126;954959;6;7,52;Oui;2022-08-07;0,48;1;679;En retard
CLI00928;Alex Toussaint;Femme;48;Korhogo;Agriculture;96837;3693411;24;10,79;Oui;2022-03-25;0,63;4;607;En retard
CLI00929;êlisabeth Ruiz;Homme;36;San Pedro;SantÇ;669590;1014857;18;24,89;Oui;2024-09-19;0,37;12;579;DÇfaut
CLI00930;Nicole Collet;Homme;65;BouakÇ;Commerce;1133470;1569917;12;24,85;Oui;2024-05-09;0,75;0;795;Actif
CLI00931;Franáoise Ferrand;Homme;46;Abidjan;Commerce;160460;2347317;12;23,58;Oui;2021-10-14;0,57;5;570;En retard
CLI00932;Manon Hardy;Femme;47;Daloa;Commerce;1180944;2620654;12;9,44;Non;2021-11-05;0,57;1;847;En retard
CLI00933;Audrey DuprÇ;Femme;28;Yamoussoukro;Commerce;644649;3099897;18;23,86;Oui;2022-04-27;0,88;0;675;Actif
CLI00934;Antoine Adam;Homme;23;San Pedro;Agriculture;81123;487303;18;9,24;Oui;2021-07-02;0,62;5;515;En retard
CLI00935;HonorÇ Albert;Femme;52;Yamoussoukro;Immobilier;842485;2854161;18;7,23;Oui;2024-07-14;0,84;0;773;Actif
CLI00936;Jeanne de Berthelot;Femme;58;Abidjan;Agriculture;1189104;3167142;12;18;Oui;2025-07-14;0,33;12;527;DÇfaut
CLI00937;Anne Albert;Homme;23;Yamoussoukro;SantÇ;479368;1668393;24;23,51;Non;2025-04-15;0,18;14;410;DÇfaut
CLI00938;Laure Gimenez-Lefebvre;Femme;33;Yamoussoukro;Transport;1198951;1339097;6;7,56;Non;2023-04-29;0,56;3;774;En retard
CLI00939;Susan Pineau;Homme;48;BouakÇ;Education;221995;4100192;24;15,48;Oui;2021-07-08;1,15;0;690;SoldÇ
CLI00940;Susanne Auger;Femme;65;San Pedro;SantÇ;350394;2479813;6;24,12;Non;2025-09-04;0,17;9;507;DÇfaut
CLI00941;CÇcile Aubert;Homme;31;BouakÇ;Agriculture;998017;4322136;24;16,25;Non;2025-12-21;0,53;5;605;En retard
CLI00942;SÇbastien Cousin de Chevallier;Homme;31;Yamoussoukro;Agriculture;536775;124334;36;14,11;Non;2025-07-28;0,88;0;787;Actif
CLI00943;Philippine-Corinne Dupont;Femme;38;Yamoussoukro;Agriculture;329777;1485367;12;5,91;Oui;2025-01-21;0,36;6;624;DÇfaut
CLI00944;GÇrard Lefävre Le Lemoine;Femme;24;Yamoussoukro;Commerce;602207;1811376;36;7,32;Non;2023-10-09;0,81;0;738;Actif
CLI00945;Marine Ferreira;Femme;29;Yamoussoukro;Agriculture;936357;2523761;18;24,71;Oui;2025-02-14;0,79;0;842;Actif
CLI00946;HonorÇ Peltier;Femme;32;Daloa;SantÇ;616844;181185;36;18,15;Oui;2022-08-11;1,05;0;717;SoldÇ
CLI00947;Philippine êtienne-Duval;Femme;62;Korhogo;SantÇ;619691;4671097;12;21,34;Oui;2024-09-11;0,34;10;454;DÇfaut
CLI00948;Patrick Sauvage-Perrier;Femme;30;San Pedro;Agriculture;1015447;1993834;24;12,37;Oui;2024-05-11;1,09;0;753;SoldÇ
CLI00949;Nicole Colin;Femme;32;Abidjan;Immobilier;449330;1634271;36;14,81;Non;2023-07-03;0,9;0;726;Actif
CLI00950;Joseph du Vasseur;Homme;32;Abidjan;SantÇ;906691;1625783;6;7,87;Non;2026-04-27;0,57;4;704;En retard
CLI00951;Catherine Moreau;Homme;21;BouakÇ;Agriculture;289148;3219846;24;5,41;Oui;2021-07-30;1,01;0;687;SoldÇ
CLI00952;Dominique-Christine Louis;Homme;38;BouakÇ;Agriculture;379128;163220;6;24,15;Oui;2024-04-23;0,22;11;530;DÇfaut
CLI00953;Maurice Regnier;Femme;57;Daloa;Education;1011819;1418554;18;11,64;Non;2024-07-26;0,27;6;616;DÇfaut
CLI00954;Emmanuel Gros;Homme;22;Abidjan;Agriculture;173377;912477;36;10,93;Oui;2021-11-05;0,66;4;685;En retard
CLI00955;FrÇdÇric Techer;Homme;35;San Pedro;Agriculture;975767;3282827;12;12,07;Oui;2024-06-12;0,42;12;521;DÇfaut
CLI00956;Thibault GrÇgoire;Homme;35;Abidjan;Education;293356;2414029;18;6,53;Oui;2024-04-04;0,47;3;689;En retard
CLI00957;Franck Lacombe-Raymond;Homme;32;Daloa;SantÇ;978898;4499994;18;16,99;Oui;2022-12-09;0,85;0;766;Actif
CLI00958;Franáoise Thierry;Femme;60;Daloa;Commerce;681894;2972470;6;10,42;Non;2024-08-30;0,65;3;696;En retard
CLI00959;Franck Da Costa Le Vincent;Homme;30;Abidjan;Commerce;387419;2736502;12;12,81;Non;2022-07-24;0,89;0;734;Actif
CLI00960;VÇronique LabbÇ;Femme;38;Yamoussoukro;Transport;383390;808724;18;24,9;Non;2024-10-15;0,3;12;508;DÇfaut
CLI00961;êmile Raymond;Femme;51;San Pedro;Transport;948104;2847308;12;21,04;Oui;2025-11-09;0,82;0;792;Actif
CLI00962;êlise Bernard;Femme;55;Korhogo;Education;1199398;4182240;36;15,72;Non;2021-11-03;0,35;7;691;DÇfaut
CLI00963;êlodie du Legendre;Homme;65;Yamoussoukro;Education;262976;2022942;18;5,06;Oui;2026-04-21;1,19;0;713;SoldÇ
CLI00964;Olivier Rousset;Femme;29;Yamoussoukro;Transport;311014;549771;18;12,22;Oui;2024-01-22;1,03;0;753;SoldÇ
CLI00965;AndrÇ Petit;Homme;56;Daloa;SantÇ;963062;2084215;12;21,56;Oui;2024-09-28;0,16;8;611;DÇfaut
CLI00966;Jules Dupuis-Vaillant;Homme;45;San Pedro;Education;135253;3612715;18;6,08;Oui;2025-12-18;0,22;15;435;DÇfaut
CLI00967;Richard Lefävre;Homme;22;BouakÇ;Agriculture;388043;3113890;12;6,58;Non;2023-12-09;0,18;15;380;DÇfaut
CLI00968;Pauline Thibault;Femme;29;Abidjan;Agriculture;1186142;2562452;24;13,23;Non;2025-07-28;0,47;1;845;En retard
CLI00969;Constance-Inäs Toussaint;Homme;62;Korhogo;SantÇ;147358;1506096;36;8,21;Non;2023-10-25;0,54;4;618;En retard
CLI00970;AndrÇe Marty;Femme;57;BouakÇ;SantÇ;1132502;2617198;12;13,47;Non;2023-12-29;0,27;7;589;DÇfaut
CLI00971;Luc Petitjean Le ChrÇtien;Homme;46;Daloa;Transport;197433;1886320;24;8,67;Oui;2022-10-25;0,92;0;706;Actif
CLI00972;Olivier Joubert Le Pages;Femme;41;Yamoussoukro;Commerce;929556;3241614;12;6,09;Oui;2023-03-23;0,51;4;653;En retard
CLI00973;Lucie Dumas;Homme;25;BouakÇ;Education;840640;2864140;6;9,79;Oui;2024-03-02;0,28;7;649;DÇfaut
CLI00974;HonorÇ de Antoine;Homme;40;Korhogo;Education;473727;4677922;12;17,77;Oui;2024-08-18;0,14;10;474;DÇfaut
CLI00975;GÇrard Leblanc du Evrard;Homme;57;Yamoussoukro;Immobilier;1094616;433196;6;11,29;Oui;2023-12-11;1,14;0;787;SoldÇ
CLI00976;Jean Philippe;Femme;53;Yamoussoukro;Transport;488700;2687986;24;19,51;Oui;2025-08-27;1,17;0;646;SoldÇ
CLI00977;Marianne Lejeune-Arnaud;Homme;53;BouakÇ;Agriculture;394964;248686;36;20,92;Non;2026-01-19;0,62;1;698;En retard
CLI00978;Daniel Da Costa;Femme;26;Korhogo;Education;275645;1992550;12;21,15;Oui;2025-07-18;0,82;0;610;Actif
CLI00979;Agnäs Rousseau de la Thomas;Femme;49;Abidjan;SantÇ;355141;2893911;18;12,21;Non;2024-07-28;1,04;0;643;SoldÇ
CLI00980;AmÇlie Sanchez;Femme;36;Abidjan;Agriculture;517928;679131;12;16,34;Oui;2024-06-12;1,19;0;775;SoldÇ
CLI00981;Joseph Berger;Femme;56;Abidjan;Immobilier;262803;4235179;6;14,1;Oui;2023-02-01;0,29;10;515;DÇfaut
CLI00982;Alfred-Jean Buisson;Femme;43;San Pedro;SantÇ;267127;646714;12;19,21;Non;2024-02-04;0,61;4;657;En retard
CLI00983;Sabine Carpentier;Homme;28;San Pedro;Immobilier;1103953;382127;18;22,18;Oui;2022-09-14;0,54;5;667;En retard
CLI00984;Yves Le Goff;Femme;44;Korhogo;SantÇ;255092;3516124;36;14;Oui;2024-11-14;1,07;0;688;SoldÇ
CLI00985;Victoire Da Silva;Homme;36;BouakÇ;Transport;96657;1346561;6;10,81;Oui;2023-11-22;0,27;12;456;DÇfaut
CLI00986;Guy Evrard;Femme;63;Abidjan;Agriculture;276090;2977103;24;14,37;Oui;2023-12-18;0,69;4;571;En retard
CLI00987;Marguerite Briand;Homme;46;BouakÇ;SantÇ;988306;1723284;24;11,57;Non;2026-04-05;0,45;5;741;En retard
CLI00988;Roger-Michel Perrier;Femme;28;Daloa;Agriculture;663794;3863282;6;15,9;Oui;2023-09-24;1,14;0;762;SoldÇ
CLI00989;ThÇräse Camus;Femme;57;BouakÇ;Commerce;145689;3240060;6;23,73;Non;2025-02-22;0,5;4;593;En retard
CLI00990;êmile Legrand;Homme;22;San Pedro;Commerce;966928;2313650;18;17,71;Non;2024-08-10;0,19;7;634;DÇfaut
CLI00991;Emmanuel de Faivre;Femme;49;San Pedro;Immobilier;960220;4452156;12;18,39;Oui;2023-04-08;0,39;6;639;DÇfaut
CLI00992;Valentine Launay;Femme;31;Yamoussoukro;SantÇ;496505;2979941;24;14,63;Non;2021-12-16;0,69;2;598;En retard
CLI00993;Gabriel Munoz;Femme;21;BouakÇ;Transport;496410;702706;36;17,33;Oui;2022-06-17;0,46;3;672;En retard
CLI00994;Victor Le Bailly;Homme;52;BouakÇ;SantÇ;743555;1003003;24;10,26;Non;2024-06-15;0,89;0;737;Actif
CLI00995;GrÇgoire Boucher;Femme;61;Korhogo;Transport;284359;356066;12;19,91;Oui;2024-01-04;0,31;14;404;DÇfaut
CLI00996;Nathalie Albert;Homme;43;Yamoussoukro;Immobilier;519905;1653557;36;24,1;Oui;2024-05-26;0,51;3;664;En retard
